Regi∆o - Sigla;Estado - Sigla;Munic°pio;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;ETANOL;20/02/2019;3,399;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;ETANOL;23/05/2019;3,399;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;ETANOL;25/04/2019;3,399;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;ETANOL;28/05/2019;3,399;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;05/06/2019;4,389;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;08/05/2019;4,589;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;14/05/2019;4,589;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;18/06/2019;4,199;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;20/02/2019;3,989;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;23/05/2019;4,489;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;25/04/2019;4,449;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CRIOLO LTDA;2,71697E+13;GASOLINA;28/05/2019;4,599;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;DIESEL;08/01/2019;3,46;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;DIESEL;11/02/2019;3,46;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;DIESEL;23/01/2019;3,49;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;DIESEL S10;08/01/2019;3,54;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;DIESEL S10;11/02/2019;3,54;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;DIESEL S10;23/01/2019;3,54;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;ETANOL;08/01/2019;3,25;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;ETANOL;11/02/2019;3,25;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;ETANOL;23/01/2019;3,25;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;GASOLINA;08/01/2019;3,99;3,694;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;GASOLINA;11/02/2019;3,99;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DF 180 LTDA;7,34724E+12;GASOLINA;23/01/2019;3,99;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL;08/01/2019;3,559;3,255;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL;09/05/2019;3,759;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL;11/02/2019;3,559;3,2994;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL;14/05/2019;3,859;3,573;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL;23/01/2019;3,559;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL;25/04/2019;3,859;3,447;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL S10;08/01/2019;3,699;3,236;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL S10;09/05/2019;3,859;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL S10;11/02/2019;3,699;3,3594;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL S10;14/05/2019;3,959;3,588;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL S10;23/01/2019;3,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;DIESEL S10;25/04/2019;3,959;3,543;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;ETANOL;08/01/2019;3,269;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;ETANOL;09/05/2019;3,599;2,895;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;ETANOL;11/02/2019;3,199;2,6693;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;ETANOL;14/05/2019;3,399;2,8955;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;ETANOL;23/01/2019;3,269;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;ETANOL;25/04/2019;3,599;3,0192;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;GASOLINA;08/01/2019;3,999;3,7057;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;GASOLINA;09/05/2019;4,599;4,2048;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;GASOLINA;11/02/2019;3,839;3,5892;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;GASOLINA;14/05/2019;4,589;4,2048;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;GASOLINA;23/01/2019;3,999;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA;4,28566E+12;GASOLINA;25/04/2019;4,449;4,119;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;02/01/2019;3,839;3,3926;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;05/06/2019;3,9;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;09/05/2019;3,859;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;11/04/2019;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;13/03/2019;3,899;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;14/05/2019;3,859;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;17/01/2019;3,839;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;17/06/2019;3,9;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;23/05/2019;3,859;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;25/03/2019;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;25/04/2019;3,789;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;26/02/2019;3,599;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;28/05/2019;3,859;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;DIESEL S10;29/01/2019;3,839;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;02/01/2019;3,199;3,0595;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;05/06/2019;3,259;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;09/05/2019;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;11/04/2019;3,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;13/03/2019;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;14/05/2019;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;17/01/2019;3,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;17/06/2019;3,259;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;23/05/2019;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;25/03/2019;3,199;2,96;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;25/04/2019;3,359;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;25/06/2019;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;26/02/2019;3,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;28/05/2019;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;ETANOL;29/01/2019;3,199;2,9598;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;02/01/2019;4,399;3,8987;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;05/06/2019;4,429;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;09/05/2019;4,499;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;11/04/2019;4,289;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;13/03/2019;4,389;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;14/05/2019;4,469;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;17/01/2019;4,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;17/06/2019;4,429;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;23/05/2019;4,469;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;25/03/2019;4,289;3,955;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;25/04/2019;4,459;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;25/06/2019;4,35;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;26/02/2019;4,189;3,893;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;28/05/2019;4,469;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO EIXINHO LTDA;5,47081E+12;GASOLINA;29/01/2019;3,999;3,723;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;DIESEL;02/04/2019;3,799;3,3715;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;DIESEL;11/06/2019;3,859;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;DIESEL;20/02/2019;3,799;3,3075;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;DIESEL S10;02/04/2019;3,899;3,4244;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;DIESEL S10;11/06/2019;3,895;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;DIESEL S10;20/02/2019;3,899;3,4406;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;ETANOL;02/04/2019;3,199;2,799;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;ETANOL;11/06/2019;3,299;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;ETANOL;20/02/2019;2,999;2,7554;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;GASOLINA;02/04/2019;4,459;3,9783;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;GASOLINA;11/06/2019;4,09;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESPLANADA LTDA;3,6532E+11;GASOLINA;20/02/2019;3,959;3,7382;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;02/01/2019;3,579;3,007;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;02/04/2019;3,769;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;05/06/2019;3,849;3,254;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;08/03/2019;3,699;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;13/03/2019;3,699;3,249;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;17/01/2019;3,579;3,02;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;17/04/2019;3,769;3,22;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;18/06/2019;3,839;3,163;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;20/02/2019;3,699;3,155;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;20/03/2019;3,769;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;23/05/2019;3,849;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;24/06/2019;3,739;3,163;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;25/03/2019;3,769;3,22;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;26/02/2019;3,699;3,159;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;28/05/2019;3,849;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;29/01/2019;3,699;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL;29/04/2019;3,799;3,323;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;02/01/2019;3,679;3,161;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;02/04/2019;3,869;3,299;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;05/06/2019;3,959;3,3727;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;08/03/2019;3,769;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;13/03/2019;3,769;3,389;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;17/01/2019;3,679;3,117;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;17/04/2019;3,869;3,299;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;18/06/2019;3,959;3,279;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;20/02/2019;3,769;3,3;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;20/03/2019;3,869;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;23/05/2019;3,959;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;24/06/2019;3,839;3,279;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;25/03/2019;3,869;3,307;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;26/02/2019;3,769;3,233;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;28/05/2019;3,959;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;29/01/2019;3,799;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;DIESEL S10;29/04/2019;3,899;3,39;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;02/01/2019;3,359;3,0329;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;02/04/2019;3,279;2,8842;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;05/06/2019;3,159;2,847;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;08/03/2019;3,189;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;13/03/2019;3,219;3,047;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;17/01/2019;3,239;2,4511;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;17/04/2019;3,279;2,901;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;18/06/2019;3,259;2,9029;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;20/02/2019;2,989;2,3184;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;20/03/2019;3,279;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;23/05/2019;3,249;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;24/06/2019;3,159;2,8624;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;25/03/2019;3,279;3,047;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;26/02/2019;3,099;2,4696;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;28/05/2019;3,249;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;29/01/2019;3,149;2,8489;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;ETANOL;29/04/2019;3,359;3,014;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;02/01/2019;4,489;3,8;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;02/04/2019;4,459;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;05/06/2019;4,389;4,0397;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;08/03/2019;3,989;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;13/03/2019;4,299;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;17/01/2019;4,199;3,679;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;17/04/2019;4,569;4,015;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;18/06/2019;4,489;3,912;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;20/02/2019;4,129;3,689;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;20/03/2019;4,269;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;23/05/2019;4,659;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;24/06/2019;4,389;3,903;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;25/03/2019;4,269;3,87;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;26/02/2019;4,179;3,719;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO ESQUINA LIMITADA;2,55187E+12;GASOLINA;28/05/2019;4,569;;R$ / litro;BRANCA
